"Name","n_poste","Level","Section","Role","status","year","institutions","ID","X","X.1","Id.author.no"
"LHOSTE Yann ",4550,"PR","70",NA,"externe",2018," Univ des Antilles ","134244060",NA,NA,NA
"Ligozat Florence",4581,NA,NA,NA,"externe",2020,NA,"153570814",NA,NA,NA
"Lila IBRAHIM-LAMROUS",4510,"MCF","70",NA,"externe",2019," Université d'Auvergne ",NA,NA,NA,"035641975"
"Liliane PELLETIER",4198,"MCF","70",NA,"interne",2017,NA,"80560563",NA,NA,NA
"Line Numa-Bocage",117,NA,NA,NA,"externe",2019,"U Cergy-Pontoise","160524946",NA,NA,NA
"Line Numa-Bocage",4501,"PU ","70",NA,"externe",2020,NA,"160524946",NA,NA,NA
"Line NUMA BOCAGE",61,"PR","70",NA,"externe",2017," Cergy-Pontoise ","160524946",NA,NA,NA
"Line NUMA BOCAGE",4263,"PR",NA,NA,"externe",2017,NA,"160524946",NA,NA,NA
"Line NUMA BOCAGE",4285,"PR","70",NA,"interne",2017,NA,"160524946",NA,NA,NA
"Line NUMA BOCAGE",4291,"PR","70",NA,"externe",2017," Cergy","160524946",NA,NA,NA
"Line NUMA BOCAGE",4381,"PR","70",NA,"externe",2018," Université Cergy-Pontoise ","160524946",NA,NA,NA
"Line NUMA BOCAGE",4418,NA,"70",NA,"externe",2019," Université de Cergy-Pontoise ","160524946",NA,NA,NA
"Line NUMA BOCAGE",4420,"PR","70",NA,"externe",2020,"Université de Cergy","160524946",NA,NA,NA
"Lionel CROGNIER",4409,"MCF","74",NA,"interne",2017,NA,"98310526",NA,NA,NA
"Lionel Pélissier",4436,"MCF","70","pdt","interne",2018,NA,"159286069",NA,NA,NA
"LO MOnaCO ROVAUX Gregory",904,NA,NA,NA,"interne",2020,"INSPE Université Aix-Marseille",NA,NA,NA,NA
"Loïc CLAVIER",545,"MCF","70",NA,"externe",2017," NAntes ","5960946X",NA,NA,NA
"Loïc CLAVIER",646,"MCF","70",NA,"externe",2018," Univ NAntes ","5960946X",NA,NA,NA
"LONCLE-MORICEAU Patricia",4307,"PR  ","19",NA,"externe",2020,NA,"52022056",NA,NA,NA
"LONGUEVILLE Fabienne",37,"PR ",NA,NA,"interne",2020,"Université Côte d'Azur","83932380",NA,NA,NA
"LOPEZ Maryse",23,"MCF"," 70 ",NA,"interne",2020,"CY CERGY PARIS UNIVERSITE","147610869",NA,NA,NA
"LOQUAIS Maël",4420,"MCF ","70",NA,"externe",2020,"Université de Rennes","199707200",NA,NA,NA
"Louis-André Vallet",4380,NA,NA,NA,"externe",2017,"Sciences Po","3435297X",NA,NA,NA
"Louis Durrive",4379,"PU","70",NA,"externe",2017," Unistra","74651935",NA,NA,NA
"Louis Durrive",4591,"PU","70",NA,"interne",2019,NA,"74651935",NA,NA,NA
"Louis DURRIVE",94,"PR","70"," ESPE) ","externe",2019," Université deStrasbourg","74651935",NA,NA,NA
"Louis Mathiot",4612,"MCF",NA,NA,"interne",2020,"Université Paris NAnterre","168902273",NA,NA,NA
"LOUVET Eva",42,"PR",NA,NA,"externe",2020,"Université de Strasbourg","167916041",NA,NA,NA
"LOUVET Eva",43,"PR",NA,NA,"externe",2020,"Université de Strasbourg ","167916041",NA,NA,NA
"Luc TROUCHE",4286,"PR","26",NA,"externe",2017," Lyon Lumière ","34763856",NA,NA,NA
"Luc VANDROMME",4420,"PR","16",NA,"interne",2017,NA,"33335273",NA,NA,NA
"Luca Paltrinieri",4348,NA,"17",NA,"externe",2017," Rennes","153499826",NA,NA,NA
"Lucette Colin",4401,"PU","70",NA,"interne",2017,NA,"26794144",NA,NA,NA
"Lucie Aussel",4529,"MCF","70","pdt","interne",2020,"Université de Toulouse Jean Jaurès","179781006",NA,NA,NA
"Lucie CUVELIER",4511,NA,NA,NA,"externe",2019,NA,"156469057",NA,NA,NA
"Lucie MOTTIER LOPEZ",4544,"PU",NA,NA,"externe",2018,NA,"110737733",NA,NA,NA
"Lucie MOTTIER LOPEZ",4477,"PR","70",NA,"externe",2019," Université de Genève ","110737733",NA,NA,NA
"Lucile CADET",20,NA,NA,"pdt","interne",2020,"CY Cergy Paris Université","87101203",NA,NA,NA
"Lucile CADET",4428,"PR"," 07 ",NA,"interne",2019,NA,"87101203",NA,NA,NA
"Lucile CADET",4427,"PR","7"," pdte ","interne",2019,NA,"87101203",NA,NA,NA
"Lucile CADET",4501,"PR","70",NA,"interne",2017,NA,"87101203",NA,NA,NA
"Lucile LAFONT",4409,"PR","19",NA,"externe",2017," Bordeaux ","78721091",NA,NA,NA
"Ludivine Balland",4509,"MCF","19",NA,"externe",2020,NA,"135653088",NA,NA,NA
"Ludovic MORGE",13,"PU","70",NA,"interne",2017,"ESPE Clermont-Auvergne ","118185276",NA,NA,NA
"Ludovic MORGE",76," PR","70",NA,"interne",2018,NA,"118185276",NA,NA,NA
"Ludovic MORGE",195,"PR","70",NA,"externe",2017," Clermont Auvergne ","118185276",NA,NA,NA
"Ludovic MORGE ",19,NA,NA,"v_pdt","externe",2020,NA,"118185276",NA,NA,NA
"Ludovic MORGE ",164,NA,NA,NA,"interne",2019,NA,"118185276",NA,NA,NA
"Ludovic MORGE ",260,NA,NA,NA,"externe",2018,NA,"118185276",NA,NA,NA
"Lydie LAROQUE",4421,"MCF","9",NA,"externe",2017," Cergy-Pontoise","155996398",NA,NA,NA
"M Balcou",62,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"050490230"
"M Bernier",4387,NA,NA,NA,"interne",2020,"Université de Bretagne Occidentale (Brest)","188361316",NA,NA,NA
"M Betrancourt",19,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"035315814"
"M Cappellini",878,NA,NA,NA,"interne",2020,"INSPE Université Aix-Marseille",NA,NA,NA,"185899277"
"M Cappellini",878,NA,NA,NA,"interne",2020,"INSPE Université Aix-Marseille",NA,NA,NA,"185899277"
"M Cappellini",878,NA,NA,NA,"interne",2020,"INSPE Université Aix-Marseille",NA,NA,NA,"185899277"
"M Cappellini",878,NA,NA,NA,"interne",2020,"INSPE Université Aix-Marseille",NA,NA,NA,"185899277"
"M Cappellini",4218,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"185899277"
"M Cappellini",4218,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"185899277"
"M Cappellini",4218,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"185899277"
"M Cappellini",4218,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"185899277"
"M Cappellini",4636,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"185899277"
"M Cappellini",4636,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"185899277"
"M Cappellini",4636,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"185899277"
"M Cappellini",4636,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"185899277"
"M Cappellini",879,NA,NA,NA,"interne",2020,"INSPE Université Aix-Marseille",NA,NA,NA,"185899277"
"M Cappellini",879,NA,NA,NA,"interne",2020,"INSPE Université Aix-Marseille",NA,NA,NA,"185899277"
"M Cappellini",879,NA,NA,NA,"interne",2020,"INSPE Université Aix-Marseille",NA,NA,NA,"185899277"
"M Cappellini",879,NA,NA,NA,"interne",2020,"INSPE Université Aix-Marseille",NA,NA,NA,"185899277"
"M Cizeron",4387,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"070481113"
"M Deneire",4278,NA,NA,NA,"externe",2020,NA,NA,NA,NA,NA
"M Frisch",4421,NA,NA,"pdt","interne",2020,"Université de Reims","83867953",NA,NA,NA
"M Gallezot",19,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"142496405"
"M Grosbois",4218,NA,NA,"v_pdt","interne",2020,"CNAM","35104589",NA,NA,NA
"M Jury",4647,NA,NA,NA,"externe",2020,NA,"86137972",NA,NA,NA
"M Le Mentec",4509,"MCF","70",NA,"interne",2020,"Université d'Amiens",NA,NA,NA,"151286612"
"M Le Paven",4387,NA,NA,NA,"interne",2020,"Université de Bretagne Occidentale (Brest)","126043396",NA,NA,NA
"M Mori",62,NA,NA,NA,"interne",2020,"CUFR de Mayotte","153220759",NA,NA,NA
"M MOUCHET Alain",4420,"PR","70",NA,"externe",2020,"Université Paris Est Créteil",NA,NA,NA,"078972485"
"M Prost",4387,NA,NA,NA,"interne",2020,"Université de Bretagne Occidentale (Brest)","79508138",NA,NA,NA
"Maël Loquais",4387,NA,NA,NA,"externe",2020,NA,"199707200",NA,NA,NA
"Maël Loquais",4639,"MCF",NA,NA,"externe",2019," Rennes 2","199707200",NA,NA,NA
"Magali Ballatore",544,"MCF","19",NA,"interne",2017,NA,"125703937",NA,NA,NA
"Magali BRUNEL",4545,"MCF",NA,NA,"interne",2018,NA,"133441717",NA,NA,NA
"Magali DANNER",4544,"MCF",NA,NA,"externe",2018,NA,"77127188",NA,NA,NA
"Magali GALLEZOT",195,"MCF","70",NA,"externe",2017," Paris Sud","142496405",NA,NA,NA
"Magali GALLEZOT",340,"MCF","70",NA,"externe",2019," Université Paris Sud","142496405",NA,NA,NA
"Magali GALLEZOT",381,"MCF",NA,NA,"externe",2019," Université Paris-Sud ","142496405",NA,NA,NA
"Magali HARDOUIN",192,"MCF","23",NA,"externe",2017," Bretagne Loire ","68882971",NA,NA,NA
"Magali Hersant",362,NA,"70",NA,"externe",2020,NA,"61110949",NA,NA,NA
"Magali Hersant",362,NA,"26",NA,"externe",2020,NA,"61110949",NA,NA,NA
"Magali Hersant",4551,"PU ","70",NA,"externe",2020,NA,"61110949",NA,NA,NA
"Magali Hersant",4581,NA,NA,NA,"interne",2020,"INSPE Académie de NAntes","61110949",NA,NA,NA
"Magali HERSANT",643,"PU","70",NA,"externe",2018," NAntes ","61110949",NA,NA,NA
"Magali HERSANT",4327," PR",NA,NA,"externe",2018," Université de NAntes ","61110949",NA,NA,NA
"Magali HERSANT",4287,"PR","70",NA,"externe",2017," NAntes ","61110949",NA,NA,NA
"Magali HERSANT",4403,"PR","70","pdt","interne",2017,NA,"61110949",NA,NA,NA
"Magali HERSANT",4524,NA,NA,"pdte","interne",2019,NA,"61110949",NA,NA,NA
"Magali HERSANT",4464,NA,NA,"pdt ","interne",2018,NA,"61110949",NA,NA,NA
"Magali HERSANT",4463,NA,NA,NA,"interne",2018,NA,"61110949",NA,NA,NA
"Magali HERSANT",4471,NA,NA,NA,"interne",2018,NA,"61110949",NA,NA,NA
"Magali Prost",4379,"MCF","70",NA,"externe",2017," Paris NAnterre","171027434",NA,NA,NA
"Magali PROST",4177,"MCF","70",NA,"externe",2018," Paris NAnterre ","171027434",NA,NA,NA
"Magali PROST ",4511,NA,NA,NA,"externe",2019,NA,"171027434",NA,NA,NA
"Magdalena Kohout-Diaz",4612,"PR",NA,NA,"externe",2020,"Université de Bordeaux","112451713",NA,NA,NA
"Magdalena Kohout-Diaz",4498,NA,"70",NA,"externe",2020,NA,"112451713",NA,NA,NA
"Magdalena KOHOUT-DIAZ",4376,"PR","70",NA,"externe",2019," Université de Bordeaux ","112451713",NA,NA,NA
"Maha ABBOUD",4426,NA,"26"," pdte ","interne",2019,NA,"157447596",NA,NA,NA
"Maha Abboud-Blanchard",4353,"PR",NA,NA,"interne",2018,NA,"157447596",NA,NA,NA
"Maha ABBOUD BLANCHARD",4286,"PR","26",NA,"interne",2017,NA,"157447596",NA,NA,NA
"Maïa Fansten",4265,"MCF",NA,NA,"interne",2017,NA,"8580925X",NA,NA,NA
"Maillart Alain",56,NA,NA,NA,"externe",2019,NA,NA,NA,NA,"033917264"
"Maira MAMEDE",4501,"MCF","19",NA,"interne",2017,NA,"165819790",NA,NA,NA
"Maitena Armagnague-Roucher",645,NA,NA,NA,"externe",2018,NA,"66993377",NA,NA,NA
"Maïténa ARMAGNAGUE-ROUCHER",4516,"MCF","19",NA,"externe",2019," INS HEA/Université Paris Lumières ","66993377",NA,NA,NA
"MALET Régis",4466," PR","70",NA,"externe",2018,NA,"50665375",NA,NA,NA
"MANGE Jessica",42,"MCF",NA,NA,"externe",2020,"Université de Caen","88086534",NA,NA,NA
"Manon PESLE",4300,"MCF"," 70 ",NA,"interne",2020,"Université de Saint-Etienne","197382185",NA,NA,NA
"Manon PESLE",4307,"MCF","70"," pdt ","interne",2020,"Université de Saint-Etienne","197382185",NA,NA,NA
"Manon PESLE",4378,"MCF","70",NA,"externe",2019," Université Jean Monnet - St Etienne ","197382185",NA,NA,NA
"Marc Bessin",4559,"DR","36",NA,"externe",2018," CNRS","31263496",NA,NA,NA
"Marc DAGUZON",13,"MCF","70",NA,"interne",2017,"ESPE Clermont-Auvergne","153489324",NA,NA,NA
"Marc DEMEUSE",4477,"PR","70",NA,"externe",2019," Université de Mons ","87582929",NA,NA,NA
"Marc DEMEUSE",4499,"PU  ","70",NA,"externe",2020,NA,"87582929",NA,NA,NA
"Marc DEMEUSE",4544,"PU",NA,NA,"externe",2018,NA,"87582929",NA,NA,NA
"Marc Loriot",4379,"CR","36",NA,"interne",2017,"IDHES",NA,NA,NA,NA
"Marc WEISSER",901,"PR","70",NA,"externe",2017," Université de Haute-Alsace","35340347",NA,NA,NA
"Marc WEISSER",4466," PR","70",NA,"externe",2018,NA,"35340347",NA,NA,NA
"Marcel CALVEZ",54,"PR","19",NA,"externe",2017," Rennes 2 ","3021050X",NA,NA,NA
"Margarida ROMERO",37,"PR",NA," pdt ","interne",2020,"Université Côte d'Azur","153290293",NA,NA,NA
"Margarida ROMERO",4425,NA,"70",NA,"externe",2019," Université Nice Sophia Antipolis ","153290293",NA,NA,NA
"Margarida ROMERO",4460,NA,NA,NA,"interne",2019,NA,"153290293",NA,NA,NA
"Margarida ROMERO",4544,"PU",NA,NA,"interne",2018,NA,"153290293",NA,NA,NA
"Margarida ROMERO",4545,"PU",NA,NA,"interne",2018,NA,"153290293",NA,NA,NA
"MARGOLINAS Claire",4343," MCF ",NA,NA,"externe",2018,"ACTE","29295564",NA,NA,NA
"MARGOLINAS Claire",4459,NA,NA,NA,"externe",2019,NA,"29295564",NA,NA,NA
"Marguerite FIGEAC-MONTHUS",4365,NA,NA,NA,"externe",2019,NA,"52205312",NA,NA,NA
"Maria PAGONI",28," PR","70",NA,"interne",2018,"Univ Lille ","50714619",NA,NA,NA
"Maria PAGONI",73," PR ","70",NA,"interne",2018,"Univ Lille ","50714619",NA,NA,NA
"Maria PAGONI",75,NA,NA,NA,"interne",2018,NA,"50714619",NA,NA,NA
"Maria PAGONI",75,NA,NA,NA,"interne",2018,NA,"50714619",NA,NA,NA
"Maria PAGONI",94,"PR","70"," pdte ","interne",2019,NA,"50714619",NA,NA,NA
"Maria PAGONI",125,"PR","70"," v_pdt ","interne",2020,"Université de Lille","50714619",NA,NA,NA
"Maria PAGONI",160,"PR"," 70 ",NA,"interne",2020,"Université de Lille","50714619",NA,NA,NA
"Maria PAGONI",4282,"PR","70",NA,"interne",2017,NA,"50714619",NA,NA,NA
"Maria PAGONI",4283,"PR","70","pdt","interne",2017,NA,"50714619",NA,NA,NA
"Maria Pagoni-Andréani",43,"PR",NA,NA,"interne",2018," Lille 3","50714619",NA,NA,NA
"Maria Pagoni-Andréani",4763,"PR",NA,NA,"externe",2020,"Université de Lille ","50714619",NA,NA,NA
"Marianne Woollven",4400,"MCF","19",NA,"externe",2017," Clermont-Ferrand","144592584",NA,NA,NA
"Marie-Christine Félix",645,NA,NA,NA,"interne",2018,NA,"74435728",NA,NA,NA
"Marie-Christine Félix",4529,"MCF ","70",NA,"externe",2020,NA,"74435728",NA,NA,NA
"Marie-Christine PIPÉRINI",4377,"MCF"," 16 ",NA,"interne",2019,NA,"191464082",NA,NA,NA
"Marie-Christine PIPÉRINI",4378,"MCF","16",NA,"interne",2019,NA,"191464082",NA,NA,NA
"Marie-Christine TOCZEK-CAPELLE",13,"PU","70","pdt","interne",2017,NA,"77863186",NA,NA,NA
"Marie-Christine TOCZEK-CAPELLE",125,"PR",NA,NA,"externe",2020,"Université Libre de Bruxelles","77863186",NA,NA,NA
"Marie-Christine TOCZEK-CAPELLE",131,"PR",NA,NA,"externe",2017," Clermont Auvergne ","77863186",NA,NA,NA
"Marie-Christine TOCZEK-CAPELLE",164,NA,NA,"v_pdte ","interne",2019,NA,"77863186",NA,NA,NA
"Marie-Christine TOCZEK-CAPELLE",4307,"PR                                                                                                                                                                                                                                                                                                                                              ","70",NA,"externe",2020,NA,"77863186",NA,NA,NA
"Marie-Claude SIMEONI",570,"MCU-PH","46-01",NA,"interne",2017,NA,"59817941",NA,NA,NA
"Marie-France BISHOP",24,NA,NA,NA,"interne",2020,"CY CERGY PARIS UNIVERSITE","84598425",NA,NA,NA
"Marie-France BISHOP",25,"PR","70",NA,"interne",2020,"CY CERGY PARIS UNIVERSITE","84598425",NA,NA,NA
"Marie-France BISHOP",901,"PR","70",NA,"externe",2017," Université de Cergy Pontoise-Espe de Versailles","84598425",NA,NA,NA
"Marie-France BISHOP",1207,"PR","70"," ESPE Académie de Versailles) ","externe",2019," Université deCergy Pontoise","84598425",NA,NA,NA
"Marie-France BISHOP",4349,"PR","70"," pdt","interne",2018,NA,"84598425",NA,NA,NA
"Marie-France BISHOP",4284,"PR","70",NA,"interne",2017,NA,"84598425",NA,NA,NA
"Marie-France BISHOP",4367,"PR","70",NA,"externe",2018," Univ. Cergy-Pontoise","84598425",NA,NA,NA
"Marie-France BISHOP",4421,"PR","70",NA,"externe",2017," Cergy-Pontoise","84598425",NA,NA,NA
"Marie-France BISHOP",4427,"PR","70"," v_pdte ","interne",2019,NA,"84598425",NA,NA,NA
"Marie-France BISHOP",4428,"PR","70"," pdte ","interne",2019,NA,"84598425",NA,NA,NA
"Marie-France BISHOP",4355,"PR","70"," v_pdt","interne",2018,NA,"84598425",NA,NA,NA
"Marie-France BISHOP",4447,NA,NA,NA,"externe",2020,NA,"84598425",NA,NA,NA
"Marie-France Carnus",24,NA,NA,NA,"externe",2020,NA,"61782270",NA,NA,NA
"Marie-France Carnus",4191," PR ",NA,NA,"externe",2018,"Université Toulouse Jean Jaurès","61782270",NA,NA,NA
"Marie-France Carnus",4328," PR",NA,NA,"externe",2018," Université de Toulouse 2","61782270",NA,NA,NA
"Marie-France Carnus",4551,"PU","70","pdt","interne",2020,"INSPE Académie Toulouse","61782270",NA,NA,NA
"Marie-France Carnus",4573,NA,"70",NA,"externe",2018," Toulouse Jean Jaurès","61782270",NA,NA,NA
"Marie-France CARNUS",4287,"PR",NA,NA,"externe",2017," Toulouse ","61782270",NA,NA,NA
"Marie-France CARNUS",4409,"PR","28",NA,"externe",2017," Toulouse 2 ","61782270",NA,NA,NA
"Marie-France CARNUS",4413,NA,"70",NA,"externe",2019," Université Toulouse Jean Jaurès ","61782270",NA,NA,NA
"Marie-France CARNUS",4420,"PR                                                                                                                                       ","70",NA,"externe",2020,"Université de Toulouse","61782270",NA,NA,NA
"Marie-France CARNUS",4365,"PR","70",NA,"externe",2019," Toulouse 2","61782270",NA,NA,NA
"Marie-France CARNUS",4387,"PR","70",NA,"interne",2017,NA,"61782270",NA,NA,NA
"Marie-France CARNUS",4459,NA,NA,"v_pdt","interne",2019,NA,"61782270",NA,NA,NA
"Marie-France CARNUS",4524,NA,NA,NA,"externe",2019,NA,"61782270",NA,NA,NA
"Marie-Françoise LEMONNIER-DELPY",4421,"PR","9","pdt","interne",2017,NA,"29083745",NA,NA,NA
"Marie-Hélène BOBLET",58,NA,NA,NA,"externe",2019,NA,"69727929",NA,NA,NA
"Marie-Laure BARBIER",646,"MCF","16",NA,"interne",2018,NA,"18081821X",NA,NA,NA
"Marie-Laure ELALOUF",4254,"PR","7",NA,"externe",2019," Université de Cergy-Pontoise ","31061451",NA,NA,NA
"Marie-Laure ELALOUF",4349,"PR","70","v_pdt","interne",2018,NA,"31061451",NA,NA,NA
"Marie-Laure ELALOUF",4367,"PR","7",NA,"externe",2018," Univ. Cergy-Pontoise","31061451",NA,NA,NA
"Marie-Laure ELALOUF",4425,NA,"7 ",NA,"interne",2019,NA,"31061451",NA,NA,NA
"Marie-Laure ELALOUF",4428,"PR","7"," v_pdte ","interne",2019,NA,"31061451",NA,NA,NA
"Marie-Louise MARTINEZ",589,"PR","70",NA,"externe",2017," Caen","61384380",NA,NA,NA
"Marie-Louise MARTINEZ",61,"PR","70",NA,"externe",2017," Rouen ","61384380",NA,NA,NA
"Marie-Marie-Christine Félix",4306,"MCF",NA,NA,"externe",2017," Aix-Marseille ","74435728",NA,NA,NA
"Marie-Noelle Noyal",4191,"PR","18",NA,"interne",2018,NA,NA,NA,NA,NA
"Marie-Pierre CHOPIN",4311," PU","70",NA,"externe",2018," Université de Bordeaux ","126235546",NA,NA,NA
"Marie-Pierre CHOPIN",4334,"PR","70",NA,"externe",2017," Bordeaux Ségalen ","126235546",NA,NA,NA
"Marie-Pierre CHOPIN",4341," PR ",NA,NA,"externe",2018,"CeDS","126235546",NA,NA,NA
"Marie-Pierre CHOPIN",4387,"PR","70",NA,"externe",2017," Bordeaux 2 ","126235546",NA,NA,NA
"Marie-Pierre CHOPIN",4418,NA,"70",NA,"externe",2019," Université de Bordeaux ","126235546",NA,NA,NA
"Marie-Pierre CHOPIN",4499,"PU","70",NA,"externe",2020,"Université de Bordeaux","126235546",NA,NA,NA
"Marie-Pierre Julien",4436,"MCF","67","v_pdt","interne",2018,NA,"69800367",NA,NA,NA
"Marie-Pierre MACKIEWICZ",4640,"MCF"," 70 ",NA,"interne",2019,NA,"59422505",NA,NA,NA
"Marie-Thérèse CAM",4305,"PR",NA,NA,"interne",2017,NA,"34495274",NA,NA,NA
"Marie ANAUT",4376,"PR","70"," v_pdte ","interne",2019,NA,"30882494",NA,NA,NA
"MARIE Edith",37,"PR                                                                                                           ",NA,NA,"interne",2020,"Université Côte d'Azur","59316640",NA,NA,NA
"Marie Laure Elalouf",23,"PR"," 7 ",NA,"interne",2020,"CY CERGY PARIS UNIVERSITE","31061451",NA,NA,NA
"Marie Laure Elalouf",25,"PR","7",NA,"interne",2020,"CY CERGY PARIS UNIVERSITE","31061451",NA,NA,NA
"Marie MASCLET de BARBARIN",749,NA,NA,NA,"interne",2019,NA,"83326227",NA,NA,NA
"Marie Salaun",4374,NA,NA,NA,"interne",2019,NA,"70359938",NA,NA,NA
"Marie SALAUN",4303," PU",NA,NA,"interne",2018,NA,"70359938",NA,NA,NA
"Marie Toullec-Théry",4550,"MCF ","70",NA,"externe",2020,NA,"111224004",NA,NA,NA
"Marie Vergnon",24,NA,NA,NA,"externe",2020,NA,"185508766",NA,NA,NA
"Marie VERGNON",4224,"MCF",NA,NA,"externe",2018,NA,"185508766",NA,NA,NA
"Marielle LE MENER",545,"MCF","70",NA,"externe",2017," Bourgogne","169838854",NA,NA,NA
"Marion FABRE",545,"MCF","70",NA,"externe",2017," Lyon ","180817930",NA,NA,NA
"Marion FABRE",630,"MCF","70",NA,"externe",2018," ISPEF Lyon 2 ","180817930",NA,NA,NA
"Marion FABRE",4376,"MCF","70"," pdte ","interne",2019,NA,"180817930",NA,NA,NA
"Marjolaine CHATONEY",543,"PR","70","pdt","interne",2017,NA,"78090539",NA,NA,NA
"Marjolaine CHATONEY",643,"PU","70",NA,"interne",2018,NA,"78090539",NA,NA,NA
"MARKAKI LOTHE Vasiliki",42,"MCF",NA," v_pdt ","interne",2020,"Université Grenoble Alpes",NA,NA,NA,NA
"MARKAKI Vassiliki",403,"MCF",NA,NA,"interne",2019,NA,NA,NA,NA,NA
"MARROU Elise",748,NA,NA,NA,"externe",2019,NA,"109249135",NA,NA,NA
"Martial Meziani",24,NA,NA,NA,"interne",2020,"CY CERGY PARIS UNIVERSITE","16903061X",NA,NA,NA
"MARTIN-KRUMCharles",4329,NA,NA,NA,"interne",2018,NA,NA,NA,NA,"075041626"
"Martine BRASSEUR",749,NA,NA,NA,"externe",2019,NA,"59738162",NA,NA,NA
"Martine GADILLE",749,NA,NA,NA,"interne",2019,NA,"81137915",NA,NA,NA
"Martine Janner",4346,NA,NA,NA,"interne",2020,"Université Paris 13","98582860",NA,NA,NA
"Martine Janner",4353,"PR",NA,NA,"externe",2018," Université Paris 13","98582860",NA,NA,NA
"Martine Janner",4401,"PU","70",NA,"interne",2017,NA,"98582860",NA,NA,NA
"Martine JANNER RAIMONDI",4325,"PR","70"," pdte","interne",2019,NA,"102801134",NA,NA,NA
"Martine JANNER RAIMONDI",4321,"PR","70"," pdte","interne",2019,NA,"102801134",NA,NA,NA
"Martine JANNER RAIMONDI",4381,"PR","70",NA,"externe",2018," Université Paris 13 ","102801134",NA,NA,NA
"Martine JANNER RAIMONDI",4410,"PU","70",NA,"externe",2018," Université Paris 13 ","102801134",NA,NA,NA
"Martine JANNER RAIMONDI",4449,"PR","70",NA,"externe",2019," Université Paris 13Sorbonne Paris Cité ","102801134",NA,NA,NA
"Martine JANNER RAIMONDI",4516,"PR","70",NA,"externe",2019," Université Paris 13 ","102801134",NA,NA,NA
"Martine JANNER RAIMONDI",4639,"PR",NA,NA,"externe",2019," Paris 13","102801134",NA,NA,NA
"Martine JAUBERT",4268,"PR","7",NA,"externe",2017," ESPE Bordeaux ","121758613",NA,NA,NA
"Martine JAUBERT",4367,"PR"," 07 & 70",NA,"externe",2018," Bordeaux ","121758613",NA,NA,NA
"Martine JAUBERT",4403,NA,NA,NA,"externe",2017,NA,"121758613",NA,NA,NA
"Martine JAUBERT",4413,NA,"70",NA,"externe",2019," Université de Bordeaux ","121758613",NA,NA,NA
