"Name","n_poste","Level","Section","Role","status","year","institutions","ID","X","X.1","Id.author.no"
"Jean-François GIRET",4409,"PR","70",NA,"interne",2017,NA,"77712986",NA,NA,NA
"Jean-François GIRET",4499,"PU"," 70 ",NA,"interne",2020,"Université de Dijon","77712986",NA,NA,NA
"Jean-François GOUBET",56,NA,NA,NA,"interne",2019,NA,"58500456",NA,NA,NA
"Jean-François GOUBET",125,"PR"," 17 ",NA,"interne",2020,"Université de Lille","58500456",NA,NA,NA
"Jean-François GOUBET",4361,"PR","17",NA,"externe",2017," Lille ","58500456",NA,NA,NA
"Jean-François HEROLD",643,"MCF","70",NA,"interne",2018,NA,"114332118",NA,NA,NA
"Jean-François Hérold",544,"MCF","70",NA,"interne",2017,NA,"114332118",NA,NA,NA
"Jean-François Loudcher",4191," PR ",NA,NA,"externe",2018,"STPAS Université de Bordeaux","52478297",NA,NA,NA
"Jean-François Marcel",4061,"PU","70",NA,"externe",2017," Toulouse ","69168954",NA,NA,NA
"Jean-François Marcel",4197,"PR","70",NA,"externe",2017," Toulouse 2","69168954",NA,NA,NA
"Jean-François Marcel",4426,NA,"70",NA,"externe",2019," Université Toulouse Jean Jaurès ","69168954",NA,NA,NA
"Jean-François Marcel",4355,"PR","70",NA,"externe",2018," Université Toulouse Jean-Jaurès ","69168954",NA,NA,NA
"Jean-François Marcel",4387,"PR","70","pdt","interne",2017,NA,"69168954",NA,NA,NA
"Jean-François Marcel",4464,"PU","70",NA,"interne",2019,NA,"69168954",NA,NA,NA
"Jean-François Marcel",4438,"PU",NA,NA,"interne",2018,NA,"69168954",NA,NA,NA
"Jean-François Marcel",4449,"PR","70",NA,"externe",2019," Université de Toulouse 2 Jean Jaures ","69168954",NA,NA,NA
"Jean-François Marcel",4460,"PR","70"," v_pdt ","interne",2019,NA,"69168954",NA,NA,NA
"Jean-François Marcel",4466," PR","70",NA,"externe",2018,NA,"69168954",NA,NA,NA
"Jean-François Marcel",4477,"PR","70"," v_pdt ","interne",2019,NA,"69168954",NA,NA,NA
"Jean-François Marcel",4529,"PU","70",NA,"interne",2020,"Université de Toulouse Jean Jaurès","69168954",NA,NA,NA
"Jean-François NORDMAN",23,"MCF"," 17 ",NA,"interne",2020,"CY CERGY PARIS UNIVERSITE","119049112",NA,NA,NA
"Jean-François NORDMAN",4285,"MCF","17",NA,"interne",2017,NA,"119049112",NA,NA,NA
"Jean-François THEMINES",4334,"PR","23",NA,"interne",2017,NA,"7419139X",NA,NA,NA
"Jean-François THEMINES",4283,"PR","23",NA,"externe",2017," Caen ","7419139X",NA,NA,NA
"Jean-François THEMINES",4284,"PR","23",NA,"externe",2017," Caen Normandie ","7419139X",NA,NA,NA
"Jean-François THEMINES",4381,"PR","23",NA,"interne",2018,NA,"7419139X",NA,NA,NA
"Jean-François THEMINES",4413,NA,"23"," v_pdt ","interne",2019,NA,"7419139X",NA,NA,NA
"Jean-François THEMINES",4418,NA,"23 ",NA,"interne",2019,NA,"7419139X",NA,NA,NA
"Jean-Jacques SALONE",4198,"MCF","26",NA,"externe",2017," Université de Montpellier","191848212",NA,NA,NA
"Jean-Louis BOUTTE",630,"MCF","70",NA,"interne",2018,NA,"111238293",NA,NA,NA
"Jean-Louis CHISS",4427,"PR","7",NA,"externe",2019," Université Paris 3 ","26787199",NA,NA,NA
"Jean-Louis Le Grand",4401,"PU","70","pdt","interne",2017,NA,"32294883",NA,NA,NA
"Jean-Luc RINAUDO",25,"PR","70",NA,"externe",2020,NA,"68729529",NA,NA,NA
"Jean-Luc RINAUDO",630,"PU","70",NA,"externe",2018," Université de RouenNormandie ","68729529",NA,NA,NA
"Jean-Luc RINAUDO",4409,"PR","70",NA,"externe",2017," Rouen ","68729529",NA,NA,NA
"Jean-Luc RINAUDO",4263,"PR",NA," pdt ","externe",2017,NA,"68729529",NA,NA,NA
"Jean-Luc RINAUDO",4449,"PR","70"," pdt ","interne",2019,NA,"68729529",NA,NA,NA
"Jean-Marc Lange",361,NA,NA,NA,"interne",2020,"Université de Montpellier","34852069",NA,NA,NA
"Jean-Marc Lange",4436,"PU","70",NA,"externe",2018,NA,"34852069",NA,NA,NA
"Jean-Marc Lange",4482,"PR","70",NA,"externe",2018,NA,"34852069",NA,NA,NA
"Jean-Marc LANGE",321,"PR"," 70 ",NA,"interne",2019,NA,"34852069",NA,NA,NA
"Jean-Marc LANGE",543,"PR","70",NA,"externe",2017," Montpellier ","34852069",NA,NA,NA
"Jean-Marc LANGE",195,"PR","70",NA,"interne",2017,NA,"34852069",NA,NA,NA
"Jean-Marc LANGE",340,"PR","70"," v_pdt ","interne",2019,NA,"34852069",NA,NA,NA
"Jean-Marc LANGE",362,NA,"70","v_pdt ","interne",2020,"Université de Montpellier","34852069",NA,NA,NA
"Jean-Marc LANGE",4161,"PR"," 70 ",NA,"interne",2019,NA,"34852069",NA,NA,NA
"Jean-Marc LANGE",4300,"PR  ","70",NA,"externe",2020,NA,"34852069",NA,NA,NA
"Jean-Marc LANGE",4460,NA,NA,NA,"externe",2019,NA,"34852069",NA,NA,NA
"Jean-Marc TALPIN",4376,"PR"," 16 ",NA,"interne",2019,NA,"87994194",NA,NA,NA
"Jean-Marie BOILEVIN",4282,"PR","28",NA,"externe",2017," Bretagne Occidentale; Magali HERSANT ","118185330",NA,NA,NA
"Jean-Marie BOILEVIN",4306,"PR",NA,NA,"interne",2017,NA,"118185330",NA,NA,NA
"Jean-Marie BOILEVIN",4327," PR",NA," v_pdt ","interne",2018,NA,"118185330",NA,NA,NA
"Jean-Marie BOILEVIN",4328," PR",NA," pdt ","interne",2018,NA,"118185330",NA,NA,NA
"Jean-Marie BOILEVIN",4413,"PR",NA,NA,"externe",2017," Rennes 2 ","118185330",NA,NA,NA
"Jean-Marie BURKHARDT",544,"DR","16",NA,"externe",2017," IFSTTAR","76707342",NA,NA,NA
"Jean-Marie BURKHARDT",4263,"PR",NA,NA,"externe",2017,NA,"76707342",NA,NA,NA
"Jean-Marie Monnier",4379,"PU","5",NA,"interne",2017,"ISST","57253358",NA,NA,NA
"Jean-Michel BARREAU",909,"PR","70",NA,"interne",2017,NA,"30848644",NA,NA,NA
"Jean-Michel Perez",4550,"MCF ","70",NA,"externe",2020,NA,"117204080",NA,NA,NA
"Jean-Michel PEREZ",630,"MCF","70",NA,"externe",2018," ESPE de Lorraine ","117204080",NA,NA,NA
"Jean-Paul Métaillié",4436,"DR-CNRS",NA,NA,"interne",2018,NA,NA,NA,NA,NA
"Jean-Paul PELLIGRINETTI",4365,NA,NA,NA,"externe",2019,NA,NA,NA,NA,"059283335"
"Jean-Philippe Gaudron",4530,"PU","16",NA,"interne",2020,"Université de Toulouse Jean Jaurès","157023184",NA,NA,NA
"Jean-Pierre CHEVALIER",4284,"PR","23","pdt","interne",2017,NA,"81784805",NA,NA,NA
"Jean-Yves Authier",4219,"PR",NA,NA,"externe",2017,"Lyon 2 Centre Max Weber ","32219733",NA,NA,NA
"Jean-Yves BAUDOIN",4376,"PR"," 16 ",NA,"interne",2019,NA,"229985882",NA,NA,NA
"Jean-Yves Léna",4436,"MCF","69",NA,"interne",2018,NA,"190145269",NA,NA,NA
"Jean-Yves Rochex",4400,"PU","70","pdt","interne",2017,NA,"30072700",NA,NA,NA
"Jean-Yves Rochex",4401,"PU","70",NA,"interne",2017,NA,"30072700",NA,NA,NA
"Jean-Yves Rochex",4403,"PR","70",NA,"externe",2017," Paris 8 ","30072700",NA,NA,NA
"Jean-Yves Seguy",4219,"MCF",NA,NA,"interne",2017,NA,"159196205",NA,NA,NA
"Jean-YvesDARTIGUENAVE",4640,"PR","19",NA,"externe",2019," Université Rennes 2 ",NA,NA,NA,"052196771"
"Jean DEVAUX",4273,"PR","9"," pdt ","interne",2020,"Université du Littoral","34947485",NA,NA,NA
"Jean ST-MARTIN",4305,"PR","74",NA,"externe",2017," Strasbourg ","34592768",NA,NA,NA
"Jean TROHEL",4305,"MCF",NA,NA,"externe",2017," Rennes 2","95168656",NA,NA,NA
"Jeanine POMMIER",13,NA,NA,"md","externe",2017," EHESP Rennes ","136684459",NA,NA,NA
"Jeanne Guiet Sylvain",4501,"MCF ","70",NA,"externe",2020,NA,NA,NA,NA,"146914341"
"JEANNIN Magali ",4463,NA,NA,NA,"externe",2018,NA,"121137708",NA,NA,NA
"Jeannine HO A SIM",54,"MCF","70",NA,"interne",2017,NA,"84343702",NA,NA,NA
"Jérémy CASTERA",543,"MCF","70",NA,"interne",2017,NA,"169041824",NA,NA,NA
"Jérémy CASTERA",544,"MCF","70",NA,"interne",2017,NA,"169041824",NA,NA,NA
"Jérémy CASTERA",630,"MCF","70",NA,"interne",2018,NA,"169041824",NA,NA,NA
"Jérémy CASTERA",643,"MCF","70",NA,"interne",2018,NA,"169041824",NA,NA,NA
"Jérôme Deauvieau",4380,NA,NA,NA,"externe",2017,"ENS ","94644837",NA,NA,NA
"Jérôme Eneau",4313,"PR",NA,NA,"interne",2018,NA,"77013808",NA,NA,NA
"Jérôme Eneau",4338,NA,NA,NA,"interne",2019,NA,"77013808",NA,NA,NA
"Jérôme ENEAU",28," PR ","70",NA,"externe",2018,"Univ Rennes 2","77013808",NA,NA,NA
"Jérôme ENEAU",73," PR ","70",NA,"externe",2018,"Univ Rennes 2","77013808",NA,NA,NA
"Jérôme ENEAU",4273,"PR","70",NA,"interne",2017,NA,"77013808",NA,NA,NA
"Jérôme ENEAU",4306,"PR",NA," pdt ","externe",2017," Rennes 2","77013808",NA,NA,NA
"Jérôme ENEAU",4311," PU","70","v_pdt ","interne",2018,NA,"77013808",NA,NA,NA
"Jérôme ENEAU",4312," PU","70"," v_pdt ","interne",2018,NA,"77013808",NA,NA,NA
"Jérôme ENEAU",4329," PR",NA,NA,"externe",2018," Université de Rennes 2 ","77013808",NA,NA,NA
"Jérôme ENEAU",4334,"PR","70",NA,"externe",2017," Rennes 2 ","77013808",NA,NA,NA
"Jérôme ENEAU",4446,NA,NA,NA,"externe",2020,NA,"77013808",NA,NA,NA
"Jérôme ENEAU",4377,"PR","70",NA,"externe",2019," Université Rennes 2 ","77013808",NA,NA,NA
"Jérôme ENEAU",4499,"PU","70",NA,"externe",2020,"Université de Rennes","77013808",NA,NA,NA
"Jérôme GUÉRIN",4273,"PR","70",NA,"externe",2017," Brest ","89490967",NA,NA,NA
"Jérôme GUÉRIN",4305,"PR",NA,"pdt","interne",2017,NA,"89490967",NA,NA,NA
"Jérôme GUÉRIN",4191," PR ",NA,NA,"externe",2018," Université de Bretagne Occidentale","89490967",NA,NA,NA
"Jérôme GUÉRIN",4306,"PR",NA,NA,"interne",2017,NA,"89490967",NA,NA,NA
"Jérôme GUÉRIN",4327," PR ",NA,NA,"interne",2018,NA,"89490967",NA,NA,NA
"Jérôme GUÉRIN",4328," PR ",NA,NA,"interne",2018,NA,"89490967",NA,NA,NA
"Jérôme GUÉRIN",4413,NA,"70",NA,"externe",2019," Université de Bretagneoccidentale ","89490967",NA,NA,NA
"Jérôme GUÉRIN ",4511,NA,NA,NA,"externe",2019,NA,"89490967",NA,NA,NA
"Jerôme MBIATONG",4325,"MCF","70",NA,"externe",2019,NA,"152622446",NA,NA,NA
"Jerôme MBIATONG",4285,"MCF","70",NA,"externe",2017," Créteil ","152622446",NA,NA,NA
"Jérôme SANTINI",4544,"MCF",NA,NA,"interne",2018,NA,"136378803",NA,NA,NA
"JESSEL Nadine",4459,NA,NA,NA,"externe",2019,NA,"115129685",NA,NA,NA
"Jessica POTHET",4337,NA,"19",NA,"externe",2019," Université de Lorraine ","195123735",NA,NA,NA
"JL Dufays",20,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"033177619"
"JM-Boilevin",260,NA,NA,NA,"externe",2018,NA,NA,NA,NA,"118185330"
"Joël BISAULT",43,"PR"," UPJV ",NA,"externe",2018,NA,"50245651",NA,NA,NA
"Joël BISAULT",322,"PR","70",NA,"externe",2019," Université de PicardieJules Verne ","50245651",NA,NA,NA
"Joël BISAULT",4287,"PR",NA,NA,"externe",2017," Picardie ","50245651",NA,NA,NA
"Joël BISAULT",4327," PR",NA,NA,"externe",2018," Université de Picardie ","50245651",NA,NA,NA
"Joël BISAULT",4329,"PR","70",NA,"externe",2018," Université de Picardie ","50245651",NA,NA,NA
"Joël BISAULT",4365,"PR","70",NA,"externe",2019," UPJV ","50245651",NA,NA,NA
"Joël BISAULT",4420,"PR","70","pdt","interne",2017,NA,"50245651",NA,NA,NA
"Joël BISAULT",4421,"PR","70",NA,"interne",2017,NA,"50245651",NA,NA,NA
"Joel LEBAUME",4343," PR ","70",NA,"externe",2018,"EDA",NA,NA,NA,"050127462"
"Joel LEBAUME",4343," PR ","70",NA,"externe",2018,"EDA",NA,NA,NA,"050127462"
"Joel LEBAUME",4321,"PR","70",NA,"externe",2019,NA,NA,NA,NA,"050127462"
"Joel LEBAUME",4321,"PR","70",NA,"externe",2019,NA,NA,NA,NA,"050127462"
"Joël Lebeaume",4762,NA,NA,NA,"externe",2020,"Université Paris Descartes ","50127462",NA,NA,NA
"Joël ZAFFRAN",4337,NA,NA,NA,"externe",2019,"Université de Bordeaux ","35116803",NA,NA,NA
"Joëlle Aden",4762,NA,NA,NA,"interne",2020,"INSPE Académie de Créteil","103593462",NA,NA,NA
"JORAY Pierre",748,NA,NA,NA,"externe",2019,NA,"5975723X",NA,NA,NA
"Joris Thievenaz",4763,"PR",NA," pdt ","interne",2020,"Université Paris Est Créteil (Paris 12)","166272922",NA,NA,NA
"Joris Thievenaz",4529,"PU","70",NA,"externe",2020,NA,"166272922",NA,NA,NA
"Joris Thievenaz",4772,NA,NA,"v_pdt ","interne",2020,"Université Paris Est Créteil (Paris 12)","166272922",NA,NA,NA
"Joris Thievenaz",4775,NA,NA,"v_pdt ","interne",2020,"Université Paris 12 (IUT S & Marne)","166272922",NA,NA,NA
"Joris THIEVENAZ",745,NA,NA,NA,"externe",2019,NA,"166272922",NA,NA,NA
"Joris THIEVENAZ",4413,NA,"70",NA,"externe",2019," Université Paris-Est Créteil","166272922",NA,NA,NA
"Joris THIEVENAZ",4418,NA,"70",NA,"externe",2019," Université Paris-Est Créteil","166272922",NA,NA,NA
"Joris THIEVENAZ",4452,"MCF","70",NA,"externe",2018," Université de Paris 6 ","166272922",NA,NA,NA
"JORRO Anne",160,"PR","70",NA,"externe",2020,"CNAM","50775561",NA,NA,NA
"JORRO Anne",4349,"PR","70",NA,"externe",2018," CNAM","50775561",NA,NA,NA
"JORRO Anne",4173,"PR"," 70 ",NA,"interne",2018,NA,"50775561",NA,NA,NA
"Julie DELALANDE",4334,"PR","70","pdt","interne",2017,NA,"58935177",NA,NA,NA
"Julie DELALANDE",4418,NA,"70"," pdte ","interne",2019,NA,"58935177",NA,NA,NA
"Julie DELALANDE",4413,NA,"70",NA,"interne",2019,NA,"58935177",NA,NA,NA
"Julie DENOUEL",749,NA,NA,NA,"externe",2019,NA,"143077252",NA,NA,NA
"Julie DENOUEL",4311," MCF","70",NA,"interne",2018,NA,"143077252",NA,NA,NA
"Julie Denouël",4313,"MCF",NA,NA,"interne",2018,NA,"143077252",NA,NA,NA
"Julie Denouël",4337,NA,NA,NA,"interne",2019,NA,"143077252",NA,NA,NA
"Julie Deville",4530,"MCF","70",NA,"externe",2020,NA,"87498847",NA,NA,NA
"Julien LONGHI",4349,"PR","70",NA,"interne",2018,NA,"121884074",NA,NA,NA
"JULIEN Marie-Pierre",4460,NA,NA,"v_pdte","interne",2019,NA,"69800367",NA,NA,NA
"Julien MASSON",630,"MCF","70",NA,"externe",2018," Université Claude BerNArd Lyon 1 - ESPE ","161837085",NA,NA,NA
"Julien MASSON",4482,"MCF","70",NA,"interne",2018,NA,"161837085",NA,NA,NA
"KAPLAN Jonathan",4341," MCF ","70",NA,"interne",2018,"ECP","145318168",NA,NA,NA
"KAPLAN Jonathan ",4446,NA,NA,NA,"interne",2020,"Université Lyon 2 (Lumière)","145318168",NA,NA,NA
"KARAKATSANI Despina",4497,"PU","70",NA,"externe",2020,"Université du Péloponnèse ","52451658",NA,NA,NA
"KARAKATSANI Despina",4499,"PU                                                                                                                                                                                                                                               ",NA,NA,"externe",2020,"Université of the Peloponnese","52451658",NA,NA,NA
"Karine BÉCU-ROBINAULT",23,"MCF  ","70",NA,"externe",2020,NA,"179004794",NA,NA,NA
"Karine BÉCU-ROBINAULT",543,"MCF","70",NA,"externe",2017," ENS de Lyon ","179004794",NA,NA,NA
"Karine BÉCU-ROBINAULT",4226,"MCF HDR","70",NA,"externe",2020,NA,"179004794",NA,NA,NA
"Karine BÉCU-ROBINAULT",4343," MCF ",NA,NA,"externe",2018,"ICAR","179004794",NA,NA,NA
"Karine BÉCU-ROBINAULT",4413,"MCF",NA,NA,"externe",2017," ENS Lyon ","179004794",NA,NA,NA
"Karine GUIDERNONI-JOURDAIN",749,NA,NA,NA,"interne",2019,NA,NA,NA,NA,NA
"Karine MILLION FAURE",643,"MCF","26",NA,"interne",2018,NA,NA,NA,NA,"155307614"
"Katia GENEL",4361,"MCF","17",NA,"externe",2017," Panthéon-Sorbonne","114147019",NA,NA,NA
"KERHERVÉ Alain",4326," PR",NA," v_pdt ","interne",2018,NA,"69145563",NA,NA,NA
"KERN Dominique",4226,"PR","70"," v_pdt ","interne",2020,"Université de Mulhouse","12047476X",NA,NA,NA
"KERN Dominique",4311," MCF","70",NA,"externe",2018," Université de Haute-Alsace ","12047476X",NA,NA,NA
"KOCH Isabelle",748,NA,NA,NA,"interne",2019,NA,"112409407",NA,NA,NA
"KRELL Stella",4460,NA,NA,NA,"interne",2019,NA,"150723415",NA,NA,NA
"L Chalmel",4421,NA,NA,NA,"externe",2020,NA,"110137256",NA,NA,NA
"L Durat",4591,"PU","70",NA,"externe",2019," Université de Haute Alsace",NA,NA,NA,"076977013"
"L Higgs",4636,NA,NA,"pdt","interne",2020,"Université de Strasbourg","85907014",NA,NA,NA
"L Lamrous",4543,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"035641975"
"L Maurines",260,NA,NA,NA,"externe",2018,NA,"149379234",NA,NA,NA
"L Maurines",361,NA,NA,NA,"externe",2020,NA,"149379234",NA,NA,NA
"L Maurines",4314,"PR",NA,NA,"externe",2017,"Paris Sud","149379234",NA,NA,NA
"L Puren",62,NA,NA,NA,"externe",2020,NA,"29467365",NA,NA,NA
"L Souprayen-Cavery",62,NA,NA,NA,"externe",2020,NA,NA,NA,NA,NA
"LABORIER Pascale",4065,"PU","4",NA,"externe",2018,NA,"59091827",NA,NA,NA
"LACAZE Gaëlle",4439," PR",NA,NA,"externe",2018," Université Paris 4","7234850X",NA,NA,NA
"LACAZE Gaëlle",4440," PR","20",NA,"externe",2018," Université Paris 4","7234850X",NA,NA,NA
"LACROIX Florence",4524,NA,NA,NA,"interne",2019,NA,"177163607",NA,NA,NA
"Laetitia Driguez",4379,"MCF","1",NA,"interne",2017,"ISST","97481114",NA,NA,NA
"LAFONT Pascal",4497,"MCF                                                                                             ","70",NA,"externe",2020,"Université Paris-Est Créteil","152428348",NA,NA,NA
"LAFONTAINE Dominique ",164,NA,NA,NA,"externe",2019,NA,"33249393",NA,NA,NA
"LAGUERRE Eric",4459,NA,NA,NA,"interne",2019,NA,"108007804",NA,NA,NA
"Laisney",878,NA,NA,NA,"interne",2020,"INSPE Université Aix-Marseille","183652053",NA,NA,NA
"Lalina Coulange",4551,"PU ","26",NA,"externe",2020,NA,"13364233X",NA,NA,NA
"Lapostolle Guy",1257,"PU","70",NA,"interne",2020,"Université de Lorraine","144233916",NA,NA,NA
"LAROUSSI Foued",4367,"PR","7"," pdt ","interne",2018,NA,"35162007",NA,NA,NA
"LAUFER Laurie",4439," PR","16",NA,"externe",2018," Université Paris 7 ","57942536",NA,NA,NA
"LAUFER Laurie",4440," PR","16",NA,"externe",2018," Université Paris 7 ","57942536",NA,NA,NA
"Laure LÉGER",4519,"MCF","16",NA,"interne",2019,NA,"81066244",NA,NA,NA
"Laurence Bodineau",4380,NA,NA,NA,"interne",2017,NA,"13329434X",NA,NA,NA
"Laurence Cornu",4348,NA,"70",NA,"interne",2017,"Tours ","30285011",NA,NA,NA
"Laurence Costes",4573,NA,"19",NA,"interne",2018,NA,"33274320",NA,NA,NA
"Laurence Costes",4574,NA,"19","v_pdt","interne",2018,NA,"33274320",NA,NA,NA
"Laurence Costes",4729,"PR ",NA,NA,"interne",2020,"INSPE Académie de Créteil","33274320",NA,NA,NA
"Laurence Costes",4775,NA,NA,NA,"interne",2020,"Université Paris 12 (IUT S & Marne)","33274320",NA,NA,NA
"Laurence Costes",4559,"PU","19",NA,"interne",2018,NA,"33274320",NA,NA,NA
"Laurence Costes",4772,NA,NA,NA,"interne",2020,"Université Paris Est Créteil (Paris 12)","33274320",NA,NA,NA
"Laurence COSTES",4640,"PR","19"," pdte","interne",2019,NA,"33274320",NA,NA,NA
"Laurence Durat",4529,"PU","70",NA,"externe",2020,NA,"76977013",NA,NA,NA
"Laurence DURAT",4387,"PR","70",NA,"externe",2017," Haute-Alsace ","76977013",NA,NA,NA
"Laurence DURAT",4438," PR","70",NA,"externe",2018," Université de Haute-Alsace ","76977013",NA,NA,NA
"Laurence FILISETTI",197,"MCF",NA,NA,"externe",2017," Caen Normandie","97418420",NA,NA,NA
"Laurence Gavarini",4400,"PU","70",NA,"interne",2017,NA,"28822099",NA,NA,NA
"Laurence Gavarini",4460,"PR  ","70",NA,"externe",2019,"Université Paris 8","28822099",NA,NA,NA
"Laurence FILISETTI",193,"MCF",NA,NA,"externe",2017," Caen Normandie","97418420",NA,NA,NA
"Laurent BEGUE",131,"PR",NA,NA,"interne",2017,NA,"192685465",NA,NA,NA
"Laurent BESSE",4303," MCF ",NA,NA,"externe",2018,NA,"83347100",NA,NA,NA
"Laurent COSNEFROY",131,"PR",NA,NA,"externe",2017," ENS Lyon ","34434577",NA,NA,NA
"Laurent Gutierrez",24,NA,NA,NA,"externe",2020,NA,"113455844",NA,NA,NA
"Laurent Gutierrez",1257,"PU","70",NA,"externe",2020,"Université de NAnterre","113455844",NA,NA,NA
"Laurent Gutierrez",4353,"PR",NA,NA,"externe",2018," Université ParisNAnterre","113455844",NA,NA,NA
"Laurent Gutierrez",4374,NA,NA,NA,"externe",2019,NA,"113455844",NA,NA,NA
"Laurent Gutierrez",4574,NA,NA,NA,"externe",2018,"Paris NAnterre","113455844",NA,NA,NA
"Laurent Gutierrez",4763,"PR",NA,NA,"externe",2020,"Université Paris NAnterre ","113455844",NA,NA,NA
"Laurent Gutierrez",4611,NA,NA,NA,"interne",2020,"Université Paris NAnterre","113455844",NA,NA,NA
"Laurent GUTIERREZ",75,NA,NA,NA,"externe",2018,NA,"113455844",NA,NA,NA
"Laurent GUTIERREZ",75,NA,NA,NA,"externe",2018,NA,"113455844",NA,NA,NA
"Laurent GUTIERREZ",4321,"PR","70",NA,"externe",2019,NA,"113455844",NA,NA,NA
"Laurent GUTIERREZ",4337,NA,"70",NA,"externe",2019," Université Paris NAnterre ","113455844",NA,NA,NA
"Laurent GUTIERREZ",4426,NA,"70",NA,"externe",2019," Université Paris NAnterre ","113455844",NA,NA,NA
"Laurent GUTIERREZ",4383,"PR","70",NA,"externe",2018," Paris NAnterre ","113455844",NA,NA,NA
"Laurent GUTIERREZ",4519,"PR"," 70 ",NA,"interne",2019,NA,"113455844",NA,NA,NA
"Laurent JEANNIN",73," MCF ","70",NA,"externe",2018,"Univ Cergy Pontoise","87519909",NA,NA,NA
"Laurent JEANNIN",4286,"MCF","70",NA,"interne",2017,NA,"87519909",NA,NA,NA
"Laurent Lescouarch",24,NA,NA,NA,"externe",2020,NA,"114095507",NA,NA,NA
"Laurent Lescouarch",4464,"MCF HDR ","70",NA,"externe",2019," Université de Rouen","114095507",NA,NA,NA
"Laurent Lescouarch",4501,"PU","70",NA,"interne",2020,"Université de Rouen","114095507",NA,NA,NA
"Laurent LESCOUARCH",4355,"MCF","70",NA,"externe",2018," Université de Rouen ","114095507",NA,NA,NA
"Laurent LESCOUARCH",4383,"MCF","70"," pdt","interne",2018,NA,"114095507",NA,NA,NA
"Laurent LIMA",403,"MCF",NA," v_pdt ","interne",2019,NA,"59544120",NA,NA,NA
"Laurent LIMA",570,"MCF","70",NA,"externe",2017," Grenoble ","59544120",NA,NA,NA
"Laurent LIMA",4499,"MCF                                                                                                                                                                                                                                                                                                                                                                     ","70",NA,"externe",2020,NA,"59544120",NA,NA,NA
"Laurent Talbot",4438,"MCF",NA," pdt","interne",2018,NA,"84178019",NA,NA,NA
"Laurent Talbot",4530,"MCF ","70",NA,"interne",2020,"Université de Toulouse Jean Jaurès","84178019",NA,NA,NA
"Laurent VISIER",4285,"PR","19",NA,"externe",2017," Montpellier 3 ","73407372",NA,NA,NA
"LAUTESSE Philippe",4343," PR ","70",NA,"externe",2018,"S2HEP","14964700X",NA,NA,NA
"LE BIHAN France ",4471,NA,NA,NA,"externe",2018,NA,"11116530X",NA,NA,NA
"LE GRAND Jean-Louis",4440," PR","70",NA,"interne",2018,NA,"32294883",NA,NA,NA
"LE JALLE Eléonore",748,NA,NA,NA,"externe",2019,NA,"5050830X",NA,NA,NA
"LE MANER-IDRISSI Gaïd",4329," PR",NA," pdt ","externe",2018," Université de Rennes 2","35249331",NA,NA,NA
"LE PAVEN Maël",4328," MCF",NA,NA,"interne",2018,NA,"126043396",NA,NA,NA
"LE PIPEC Erwan",4326," MCF",NA,NA,"interne",2018,NA,"59378654",NA,NA,NA
"Léandro DE LAJONQUIERE",4409,"PR","70",NA,"externe",2017," Paris 8 ","35785926",NA,NA,NA
"Léandro DE LAJONQUIERE",4497,"PU","70",NA,"interne",2020,"Université Paris 8","35785926",NA,NA,NA
"Léandro DE LAJONQUIERE",4439," PR","70",NA,"interne",2018,NA,"35785926",NA,NA,NA
"LECAMPLaurence",4550,"PR","31",NA,"externe",2018," Univ de Rouen-Normandie ",NA,NA,NA,"053788133"
"LECLAIRE-HALTÉ Claire",4326," PR",NA,NA,"externe",2018," Université de Lorraine ",NA,NA,NA,NA
"LEFEUVRE Gwénaël",4460,"MCF"," 70 ",NA,"interne",2019,NA,"119980096",NA,NA,NA
"LEININGER-FREZAL Caroline",4480,"MCF  ","23",NA,"externe",2020,NA,NA,NA,NA,"150238517"
"LEMAIRE Benoit",44,"MCF ",NA,NA,"interne",2020,"Université Grenoble Alpes","139428127",NA,NA,NA
"LEMBRE Stéphane",4447,NA,NA,NA,"externe",2020,NA,"132160218",NA,NA,NA
"LENA Jean-Yves",4460,NA,NA,NA,"interne",2019,NA,"190145269",NA,NA,NA
"LEROUX Pascal",4471,NA,NA,"v_pdt","externe",2018,NA,"71025138",NA,NA,NA
"LEROUX Pascal",4511,NA,NA,"v_pdt ","externe",2019,NA,"71025138",NA,NA,NA
"LEROUX Pascal",4524,NA,NA,NA,"externe",2019,NA,"71025138",NA,NA,NA
"LEROY Delphine",4497,"MCF","70",NA,"interne",2020,"Université Paris 8","181848406",NA,NA,NA
"LEVENÉ Thérèse",73," MCF","70",NA,"interne",2018,"Univ Lille ","91899052",NA,NA,NA
"LEWI-DUMONT Nathalie",4063,"MCF","7",NA,"interne",2018,NA,"186386842",NA,NA,NA
"LEYRIT Alexandra",4300,"MCF","70"," pdt ","interne",2020,"Université de Saint-Etienne","153090901",NA,NA,NA
"LEYRIT Alexandra",4307,"MCF"," 70 ",NA,"interne",2020,"Université de Saint-Etienne","153090901",NA,NA,NA
"Lhoste Yann",4581,NA,NA,NA,"externe",2020,NA,"134244060",NA,NA,NA
"LHOSTE Yann",543,"MCF","70",NA,"externe",2017," Bordeaux","134244060",NA,NA,NA
"LHOSTE Yann ",4464,NA,NA,NA,"externe",2018,NA,"134244060",NA,NA,NA
