83966854,34241388,1
70214220,83662596,1
70214220,167916041,1
70214220,88086534,1
70214220,83720103,1
83662596,167916041,1
83662596,88086534,1
83662596,83720103,1
167916041,88086534,1
167916041,83720103,1
167916041,90444590,1
167916041,7139611X,1
167916041,193705974,1
167916041,61388688,1
167916041,189859490,1
167916041,137793901,1
88086534,83720103,1
7139611X,90444590,1
7139611X,193705974,1
7139611X,61388688,1
7139611X,189859490,1
7139611X,137793901,1
90444590,193705974,1
90444590,61388688,1
90444590,189859490,1
90444590,137793901,1
90444590,5978136X,1
90444590,121416593,1
90444590,93630832,1
193705974,61388688,1
193705974,189859490,1
193705974,137793901,1
61388688,189859490,1
61388688,137793901,1
189859490,137793901,1
111709814,148648665,1
111709814,55320473,1
111709814,131120875,1
111709814,52202119,1
148648665,55320473,1
148648665,131120875,1
148648665,52202119,1
55320473,131120875,1
55320473,52202119,1
131120875,52202119,1
167357808,70549923,1
167357808,29467365,1
167357808,73307807,1
70549923,29467365,1
70549923,73307807,1
70549923,86182390,1
70549923,30963648,1
70549923,52451658,1
70549923,152428348,1
29467365,73307807,1
73307807,7577190X,1
73307807,194886913,1
60784407,6905472X,1
60784407,10932286X,1
60784407,77863186,1
60784407,77902092,1
60784407,112381170,1
60784407,56263619,1
6905472X,10932286X,1
6905472X,77863186,1
6905472X,77902092,1
6905472X,112381170,1
6905472X,56263619,1
6905472X,54377595,2
6905472X,129135763,1
6905472X,199707200,1
6905472X,223774979,1
6905472X,58215360,1
10932286X,77863186,1
10932286X,77902092,1
10932286X,112381170,1
10932286X,56263619,1
77863186,77902092,1
77863186,112381170,1
77863186,56263619,1
77863186,73378410,1
77863186,130940291,1
77863186,52022056,1
77863186,87489708,1
77902092,112381170,1
77902092,56263619,1
112381170,56263619,1
56263619,198308671,1
56263619,60839503,1
56263619,77013808,1
56263619,186402848,1
50775561,111351545,1
50775561,74242717,1
111351545,74242717,1
74242717,7570000X,1
74242717,50379402,1
74242717,92157548,1
129974641,149379234,1
129974641,5577170X,1
149379234,5577170X,1
13364233X,30956544,1
13364233X,143392719,1
13364233X,61110949,3
13364233X,128468041,1
13364233X,157231550,1
13364233X,95203346,1
13364233X,58590323,1
30956544,143392719,1
30956544,61110949,2
30956544,128468041,1
143392719,61110949,2
143392719,128468041,1
143392719,134244060,1
143392719,153570814,1
143392719,157447685,1
143392719,13801244X,1
143392719,76536645,1
143392719,170791157,1
61110949,61110949,1
61110949,128468041,2
61110949,157231550,1
61110949,95203346,1
61110949,58590323,1
130566993,57487383,2
130566993,61024201,2
130566993,57291519,2
130566993,88046494,1
130566993,198065787,2
130566993,167831402,2
130566993,219962677,1
130566993,26844311,1
57487383,61024201,2
57487383,57291519,2
57487383,88046494,1
57487383,198065787,2
57487383,167831402,2
57487383,219962677,1
57487383,26844311,1
57487383,58920943,1
57487383,70543771,1
61024201,57291519,2
61024201,88046494,1
61024201,198065787,2
61024201,167831402,2
61024201,219962677,1
61024201,26844311,1
57291519,88046494,1
57291519,198065787,2
57291519,167831402,2
57291519,219962677,1
57291519,26844311,1
88046494,198065787,1
88046494,167831402,1
88046494,219962677,1
198065787,167831402,2
198065787,219962677,1
198065787,26844311,1
167831402,219962677,1
167831402,26844311,1
33846936,57765766,1
33846936,95633928,1
33846936,69006601,1
33846936,198308671,1
33846936,83418822,1
33846936,93052553,1
57765766,95633928,1
57765766,69006601,1
57765766,178789240,1
57765766,86862057,1
57765766,94654972,1
57765766,175353247,1
57765766,69940010,1
95633928,69006601,1
5978136X,121416593,1
5978136X,93630832,1
121416593,93630832,1
121416593,94660808,1
121416593,50714619,1
121416593,91989280,1
19757033X,32268386,1
19757033X,199483795,1
32268386,199483795,1
199483795,101879113,1
199483795,34592768,1
199483795,79289843,1
199483795,26701154,1
50379402,7570000X,1
50379402,92157548,1
7570000X,92157548,1
84735562,87102358,1
84735562,107947072,1
84735562,75691310,1
87102358,107947072,1
87102358,75691310,1
107947072,75691310,1
194886913,7577190X,1
159017920,32508026,1
159017920,133618382,1
159017920,60785020,1
32508026,133618382,1
32508026,60785020,1
133618382,60785020,1
179942042,223942421,1
179942042,13110571X,1
179942042,34852069,1
179942042,166272922,1
223942421,13110571X,1
223942421,34852069,1
223942421,166272922,1
13110571X,34852069,1
13110571X,166272922,1
34852069,166272922,1
166272922,135676878,1
166272922,13960992X,1
166272922,147165148,1
166272922,85802638,1
166272922,76977013,1
166272922,74435728,1
130940291,73378410,1
130940291,52022056,1
130940291,87489708,1
73378410,52022056,1
73378410,87489708,1
52022056,87489708,1
117481548,129209872,1
117481548,31359922,1
117481548,119170302,1
117481548,75645939,1
129209872,31359922,2
129209872,119170302,1
129209872,75645939,3
129209872,15212358X,1
129209872,123980380,1
129209872,29367247,1
129209872,50127462,1
129209872,103874216,1
129209872,69039089,1
129209872,35326727,2
129209872,114719217,2
31359922,119170302,1
31359922,75645939,1
31359922,15212358X,1
31359922,123980380,1
31359922,29367247,1
31359922,50127462,1
31359922,103874216,1
31359922,69039089,1
119170302,75645939,1
119170302,60112654,1
119170302,182302237,1
119170302,97640174,1
119170302,77712994,1
75645939,59625201,1
75645939,15764250X,1
75645939,94660808,1
75645939,227450140,1
75645939,68780923,1
75645939,35326727,2
75645939,114719217,2
15764250X,59625201,1
15764250X,94660808,1
15764250X,227450140,1
15764250X,68780923,1
59625201,94660808,1
59625201,227450140,1
59625201,68780923,1
94660808,227450140,1
94660808,68780923,1
94660808,50714619,1
94660808,91989280,1
227450140,68780923,1
54377595,129135763,1
54377595,199707200,1
54377595,223774979,1
54377595,157237427,1
54377595,77013808,1
54377595,52451658,1
54377595,59544120,1
54377595,87582929,1
54377595,126235546,1
54377595,58215360,1
129135763,199707200,1
129135763,223774979,1
199707200,223774979,1
199707200,170139077,1
199707200,160524946,1
160524946,170139077,1
160524946,76700186,1
160524946,50487957,1
160524946,91899052,1
160524946,129458929,1
110137256,76148459,1
198308671,60839503,1
198308671,77013808,1
198308671,186402848,1
198308671,83418822,1
198308671,93052553,1
60839503,77013808,1
60839503,186402848,1
77013808,186402848,1
77013808,157237427,1
77013808,52451658,1
77013808,59544120,1
77013808,87582929,1
77013808,126235546,1
150659067,28827546,1
150659067,135608104,1
150659067,86451979,1
150659067,132160218,1
150659067,84598425,1
28827546,135608104,1
28827546,86451979,1
28827546,132160218,1
28827546,84598425,1
135608104,86451979,1
135608104,132160218,1
135608104,84598425,1
86451979,132160218,1
86451979,84598425,1
132160218,84598425,1
83418822,93052553,1
93052553,76065081,1
93052553,87498847,1
93052553,130361372,1
93052553,140804994,1
76513351,98141392,1
76513351,139857427,1
98141392,139857427,1
86182390,30963648,1
86182390,52451658,1
86182390,152428348,1
30963648,52451658,1
30963648,152428348,1
52451658,152428348,1
52451658,157237427,1
52451658,59544120,1
52451658,87582929,1
52451658,126235546,1
50516167,76700186,1
50516167,112451713,1
50516167,87989425,1
50516167,99261723,1
76700186,112451713,1
76700186,87989425,1
76700186,99261723,1
76700186,50487957,1
76700186,91899052,1
76700186,129458929,1
112451713,87989425,1
112451713,99261723,1
112451713,60741635,1
112451713,167805223,1
112451713,57565716,1
112451713,89759567,1
87989425,99261723,1
157237427,59544120,1
157237427,87582929,1
157237427,126235546,1
59544120,87582929,1
59544120,126235546,1
87582929,126235546,1
50487957,91899052,1
50487957,129458929,1
91899052,129458929,1
112353916,135653088,1
112353916,114719217,1
112353916,152325034,1
112353916,33782687,1
112353916,70194602,1
135653088,114719217,1
135653088,152325034,1
135653088,33782687,1
135653088,70194602,1
114719217,152325034,1
114719217,33782687,1
114719217,70194602,1
114719217,35326727,2
152325034,33782687,1
152325034,70194602,1
33782687,70194602,1
33782687,79500064,1
33782687,195933664,1
33782687,29367247,1
33782687,78455197,1
135676878,13960992X,1
135676878,147165148,1
135676878,85802638,1
135676878,76977013,1
135676878,74435728,1
13960992X,147165148,1
13960992X,85802638,1
13960992X,76977013,1
13960992X,74435728,1
147165148,85802638,1
147165148,76977013,1
147165148,74435728,1
85802638,76977013,1
85802638,74435728,1
76977013,74435728,1
76065081,87498847,1
76065081,130361372,1
76065081,140804994,1
87498847,130361372,1
87498847,140804994,1
130361372,140804994,1
58920943,70543771,1
133105296,169855414,1
133105296,117204080,1
133105296,111224004,1
169855414,117204080,1
169855414,111224004,1
117204080,111224004,1
157231550,95203346,1
157231550,58590323,1
95203346,58590323,1
60112654,182302237,1
60112654,97640174,1
60112654,77712994,1
182302237,97640174,1
182302237,77712994,1
97640174,77712994,1
134244060,153570814,1
13801244X,157447685,1
13801244X,76536645,1
13801244X,170791157,1
157447685,76536645,1
157447685,170791157,1
76536645,170791157,1
60741635,167805223,1
60741635,57565716,1
60741635,89759567,1
167805223,57565716,1
167805223,89759567,1
57565716,89759567,1
101879113,34592768,1
101879113,79289843,1
101879113,26701154,1
34592768,79289843,1
34592768,26701154,1
79289843,26701154,1
223496898,6993696X,1
223496898,86137972,1
223496898,178800333,1
6993696X,86137972,1
6993696X,178800333,1
86137972,178800333,1
195933664,79500064,1
195933664,29367247,1
195933664,78455197,1
79500064,29367247,1
79500064,78455197,1
29367247,78455197,1
29367247,15212358X,1
29367247,123980380,1
29367247,50127462,1
29367247,103874216,1
29367247,69039089,1
178789240,86862057,1
178789240,94654972,1
178789240,175353247,1
178789240,69940010,1
86862057,94654972,1
86862057,175353247,1
86862057,69940010,1
94654972,175353247,1
94654972,69940010,1
175353247,69940010,1
123980380,15212358X,1
123980380,50127462,1
123980380,103874216,1
123980380,69039089,1
15212358X,50127462,1
15212358X,103874216,1
15212358X,69039089,1
50127462,103874216,1
50127462,69039089,1
103874216,69039089,1
50714619,91989280,1
